,id,first_name,last_name,full_name,status,rank,points,starts,wins,poles,stage_wins,chase_bonus,chase_wins,chase_stage_wins,top_5,top_10,top_15,top_20,dnf,laps_led,laps_completed,money,avg_start_position,avg_finish_position,avg_laps_completed,laps_led_pct,in_chase,behind,series,season
0,623f4293-77e7-43b3-8d91-0a5ab9365c3d,Ben,Rhodes,Ben Rhodes,ACT,1,265,6,1,0,5.0,10.0,0.0,0.0,5,5,5,5,1,166,740,0.0,10.6667,7.5,123.3333,22.43,False,nan value,cw,2022
1,e989356d-2e28-4e5d-95a1-0b8a06d668dc,Chandler,Smith,Chandler Smith,ACT,2,227,6,1,0,0.0,5.0,0.0,0.0,3,4,4,5,0,56,770,0.0,4.6667,9.3333,128.3333,7.27,False,-38.0,cw,2022
2,c8fe8af7-8850-43e9-8544-8df52aa7d66b,Stewart,Friesen,Stewart Friesen,ACT,3,214,6,0,0,1.0,1.0,0.0,0.0,1,3,5,6,0,51,771,0.0,6.6667,9.6667,128.5,6.61,False,-51.0,cw,2022
3,3ec1dd6a-c9b8-4d82-821f-23d0bdd4b310,Zane,Smith,Zane Smith,ACT,4,211,6,2,0,3.0,13.0,0.0,0.0,3,5,5,5,1,84,771,0.0,11.8333,10.3333,128.5,10.89,False,-54.0,cw,2022
4,6334f9f0-8b97-4020-8204-2ba30e7dd4ba,John H.,Nemechek,John H. Nemechek,ACT,5,203,6,0,1,3.0,3.0,0.0,0.0,3,3,3,3,0,85,767,0.0,8.1667,13.6667,127.8333,11.08,False,-62.0,cw,2022
5,cc332998-5d7e-413f-8a9b-28a46373958b,Christian,Eckes,Christian Eckes,ACT,6,193,6,0,0,0.0,0.0,0.0,0.0,2,3,4,5,1,16,763,0.0,12.1667,11.6667,127.1667,2.1,False,-72.0,cw,2022
6,e71b88ec-f12c-4acd-bbc7-726833477f1f,Ty,Majeski,Ty Majeski,ACT,7,187,6,0,1,0.0,0.0,0.0,0.0,1,3,4,4,0,22,764,0.0,9.6667,13.6667,127.3333,2.88,False,-78.0,cw,2022
7,10558306-a1c2-4eb9-9b23-69551309aee2,Tanner,Gray,Tanner Gray,ACT,8,180,6,0,0,0.0,0.0,0.0,0.0,2,3,4,5,0,7,771,0.0,19.5,11.6667,128.5,0.91,False,-85.0,cw,2022
8,e4522ae3-a66d-42e6-992d-f4ea7dd3284c,Carson,Hocevar,Carson Hocevar,ACT,9,170,6,0,0,0.0,0.0,0.0,0.0,1,3,4,5,0,65,768,0.0,10.0,12.6667,128.0,8.46,False,-95.0,cw,2022
9,b5610b89-dded-41b1-bb85-bac0ccf63015,Matt,Crafton,Matt Crafton,ACT,10,163,6,0,0,0.0,0.0,0.0,0.0,0,3,4,4,1,1,763,0.0,14.0,14.6667,127.1667,0.13,False,-102.0,cw,2022
10,9c0ead27-e7d3-4861-9e2d-a77e166dc955,Grant,Enfinger,Grant Enfinger,ACT,11,154,6,0,0,0.0,0.0,0.0,0.0,0,3,4,4,1,14,764,0.0,11.6667,15.0,127.3333,1.83,False,-111.0,cw,2022
11,391aecc5-94ea-4707-a1bf-e51fddd158e7,Derek,Kraus,Derek Kraus,ACT,12,140,6,0,0,0.0,0.0,0.0,0.0,0,1,3,3,1,1,765,0.0,16.6667,19.0,127.5,0.13,False,-125.0,cw,2022
12,ae8a7d4a-f25d-41da-b080-160917018bf5,Tyler,Ankrum,Tyler Ankrum,ACT,13,138,6,0,0,0.0,0.0,0.0,0.0,0,2,3,4,1,4,761,0.0,11.0,17.1667,126.8333,0.53,False,-127.0,cw,2022
13,a602316b-3712-4de2-9098-7fcd887e7bd2,Parker,Kligerman,Parker Kligerman,ACT,14,121,4,0,0,0.0,0.0,0.0,0.0,2,2,2,4,0,1,502,0.0,14.25,11.0,125.5,0.2,False,-144.0,cw,2022
14,06c9c0f9-392a-4f0e-aae7-39bb417af02f,Matt,DiBenedetto,Matt DiBenedetto,ACT,15,110,6,0,0,0.0,0.0,0.0,0.0,0,2,3,3,1,0,740,0.0,18.6667,21.1667,123.3333,0.0,False,-155.0,cw,2022
15,a9988edd-7707-4a75-9ee5-d3a8cae0c8aa,Timmy,Hill,Timmy Hill,ACT,16,106,6,0,0,0.0,0.0,0.0,0.0,0,0,1,2,0,1,770,0.0,26.6667,20.3333,128.3333,0.13,False,-159.0,cw,2022
16,c1eed2a8-0542-46cc-b75a-d33265d96b77,Austin Wayne,Self,Austin Wayne Self,ACT,17,101,6,0,0,0.0,0.0,0.0,0.0,0,2,3,3,1,0,720,0.0,14.8333,21.0,120.0,0.0,False,-164.0,cw,2022
17,81a36328-a89a-4ca7-ad80-7c7aca48b697,Chase,Purdy,Chase Purdy,ACT,18,101,5,0,0,0.0,0.0,0.0,0.0,0,0,3,4,0,0,662,0.0,22.2,17.2,132.4,0.0,False,-164.0,cw,2022
18,9e4dd7ad-6b5c-4476-8340-c0c48a93d4de,Tate,Fogleman,Tate Fogleman,ACT,19,89,6,0,0,0.0,0.0,0.0,0.0,0,0,1,2,1,0,725,0.0,24.3333,22.1667,120.8333,0.0,False,-176.0,cw,2022
19,8cc72133-c5ea-49c1-9a23-f4db5464d42f,Kris,Wright,Kris Wright,ACT,20,87,6,0,0,0.0,0.0,0.0,0.0,0,0,1,3,0,0,761,0.0,18.3333,22.5,126.8333,0.0,False,-178.0,cw,2022
20,e9aeae63-d769-4371-8ded-39c1e0f1657e,Lawless,Alan,Lawless Alan,ACT,21,84,6,0,0,0.0,0.0,0.0,0.0,0,0,1,3,2,0,707,0.0,21.6667,23.0,117.8333,0.0,False,-181.0,cw,2022
21,ce805205-7fa6-46b7-980a-d3017d870be7,Spencer,Boyd,Spencer Boyd,ACT,22,84,6,0,0,0.0,0.0,0.0,0.0,0,0,1,2,2,0,687,0.0,28.0,23.0,114.5,0.0,False,-181.0,cw,2022
22,27d6e4ac-466b-448e-aab4-0bc2dd62db7c,Colby,Howard,Colby Howard,ACT,23,78,6,0,0,0.0,0.0,0.0,0.0,0,0,1,2,2,9,656,0.0,21.6667,24.0,109.3333,1.37,False,-187.0,cw,2022
23,e28a64ca-c622-4b28-b0d9-28bc9390f9e4,Ryan,Preece,Ryan Preece,ACT,24,65,2,0,0,0.0,0.0,0.0,0.0,1,2,2,2,0,7,269,0.0,8.0,5.5,134.5,2.6,False,-200.0,cw,2022
24,b980fd47-ca35-4679-b37e-72652a7c6222,Hailie,Deegan,Hailie Deegan,ACT,25,65,6,0,0,0.0,0.0,0.0,0.0,0,0,0,3,3,0,553,0.0,25.5,26.1667,92.1667,0.0,False,-200.0,cw,2022
25,4c71e8fa-6960-4c12-be70-92f4aa3d35d4,Dean,Thompson,Dean Thompson,ACT,26,64,6,0,0,0.0,0.0,0.0,0.0,0,0,1,2,3,0,441,0.0,24.5,27.0,73.5,0.0,False,-201.0,cw,2022
26,3ec3a264-978e-4d79-9f2a-3e2c7d38b8a0,Jesse,Little,Jesse Little,ACT,27,63,3,0,0,0.0,0.0,0.0,0.0,0,1,2,2,0,0,439,0.0,22.6667,16.0,146.3333,0.0,False,-202.0,cw,2022
27,ec790e58-81d2-4c82-be55-704d9635489d,Jack,Wood,Jack Wood,ACT,28,62,6,0,0,0.0,0.0,0.0,0.0,0,0,1,1,4,0,476,0.0,21.0,27.8333,79.3333,0.0,False,-203.0,cw,2022
28,65633f63-647c-47d1-94c6-cdef425cda1e,Corey,Heim,Corey Heim,ACT,29,52,2,1,0,0.0,5.0,0.0,0.0,1,1,1,1,1,22,226,0.0,12.5,16.5,113.0,9.73,False,-213.0,cw,2022
29,2ca8a9b9-aa65-4af9-b745-fda1ddbce9ac,Bret,Holmes,Bret Holmes,ACT,30,46,3,0,0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,377,0.0,29.3333,22.3333,125.6667,0.0,False,-219.0,cw,2022
30,51b06822-f389-4256-bff2-ae5f5d8f7525,Kaz,Grala,Kaz Grala,ACT,31,41,3,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,309,0.0,22.6667,23.3333,103.0,0.0,False,-224.0,cw,2022
31,4d5ede64-88da-4381-a164-13880230f74a,Johnny,Sauter,Johnny Sauter,ACT,32,38,2,0,0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,260,0.0,36.0,18.0,130.0,0.0,False,-227.0,cw,2022
32,2ead30ae-bf65-4eea-9b16-d70de2eb5e18,Matt,Jaskol,Matt Jaskol,ACT,33,37,3,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,299,0.0,33.0,24.6667,99.6667,0.0,False,-228.0,cw,2022
33,c8f9328c-a3c3-4e76-baf5-83a557b63999,Thad,Moffitt,Thad Moffitt,ACT,34,32,3,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,299,0.0,31.0,26.3333,99.6667,0.0,False,-233.0,cw,2022
34,18de8d55-bf38-4988-919f-eed5d6092f23,Blaine,Perkins,Blaine Perkins,ACT,35,30,5,0,0,0.0,0.0,0.0,0.0,0,0,0,0,3,0,399,0.0,27.6,31.0,79.8,0.0,False,-235.0,cw,2022
35,b1674f2f-dbc1-4c70-8fda-bb541fc39b04,Jordan,Anderson,Jordan Anderson,ACT,36,30,2,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,268,0.0,33.5,22.0,134.0,0.0,False,-235.0,cw,2022
36,ddf5bad4-6560-47eb-b1c0-573e94067c01,Danny,Bohn,Danny Bohn,ACT,37,29,1,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,106,0.0,28.0,8.0,106.0,0.0,False,-236.0,cw,2022
37,cb50ca4f-6226-453d-b380-aa365e2d19e7,Taylor,Gray,Taylor Gray,ACT,38,23,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,244,0.0,14.0,26.0,122.0,0.0,False,-242.0,cw,2022
38,094b41f2-f109-4355-95cb-14ac2165c38e,Mike,Marlar,Mike Marlar,ACT,39,20,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,150,0.0,21.0,17.0,150.0,0.0,False,-245.0,cw,2022
39,4652e2a5-bbce-470a-a154-a59700880306,Chris,Hacker,Chris Hacker,ACT,40,20,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,135,0.0,29.0,17.0,135.0,0.0,False,-245.0,cw,2022
40,04fd1868-6005-414e-b2a4-7f27f5a0ca3e,Loris,Hezemans,Loris Hezemans,ACT,41,17,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,134,0.0,36.0,20.0,134.0,0.0,False,-248.0,cw,2022
41,fe744d70-4094-4c77-bb7d-6d6d08e94087,Jason M.,White,Jason M. White,ACT,42,17,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,105,0.0,33.0,20.0,105.0,0.0,False,-248.0,cw,2022
42,efa436b5-a014-407a-b884-33d66a5f5f58,Brad,Perez,Brad Perez,ACT,43,17,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,46,0.0,32.0,20.0,46.0,0.0,False,-248.0,cw,2022
43,c591a18b-9776-4932-843e-dc7013f8335c,Todd,Bodine,Todd Bodine,ACT,44,16,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,134,0.0,23.0,21.0,134.0,0.0,False,-249.0,cw,2022
44,091884c2-b738-4632-8c2f-4a98533795c6,Buddy,Kofoid,Buddy Kofoid,ACT,45,14,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,150,0.0,32.0,27.0,150.0,0.0,False,-251.0,cw,2022
45,7ecee9a3-589f-4ddc-82ca-281def6b224e,Bryan,Dauzat,Bryan Dauzat,ACT,46,14,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,105,0.0,25.0,23.0,105.0,0.0,False,-251.0,cw,2022
46,b5e010a8-30ee-408e-9868-e710e16b3b62,Chase,Janes,Chase Janes,ACT,47,12,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,199,0.0,27.0,25.0,199.0,0.0,False,-253.0,cw,2022
47,dd981e3e-1cfd-43ed-9969-f69cde1961b4,Blake,Lothian,Blake Lothian,ACT,48,9,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,198,0.0,30.0,28.0,198.0,0.0,False,-256.0,cw,2022
48,b6bed73c-46a0-4672-a32c-87783f5de2e3,Logan,Bearden,Logan Bearden,ACT,49,9,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,42,0.0,21.0,28.0,42.0,0.0,False,-256.0,cw,2022
49,1969b050-f0ce-4bb7-9d89-1f9fc00a336a,Andrew,Gordon,Andrew Gordon,ACT,50,5,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,146,0.0,22.0,32.0,146.0,0.0,False,-260.0,cw,2022
50,4dfbbfdb-ecc5-4590-b68e-8d86a82fb2b8,Dillon,Steuer,Dillon Steuer,ACT,51,5,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,122,0.0,33.0,32.0,122.0,0.0,False,-260.0,cw,2022
51,919576ea-564f-46d0-8da2-5091eeb937de,Keith,McGee,Keith McGee,ACT,52,3,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,146,0.0,36.0,34.0,146.0,0.0,False,-262.0,cw,2022
52,177e15c0-12fe-4121-8f0b-1c2599593f9d,Kaden,Honeycutt,Kaden Honeycutt,ACT,53,3,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,107,0.0,34.0,34.0,107.0,0.0,False,-262.0,cw,2022
53,c9bf58a8-66b6-4d75-a441-c13130ded990,William,Byron,William Byron,ACT,54,0,1,1,0,0.0,5.0,0.0,0.0,1,1,1,1,0,94,200,0.0,32.0,1.0,200.0,47.0,False,-265.0,cw,2022
54,85c06960-3610-4eff-9ef2-18641b84c952,Kyle,Busch,Kyle Busch,ACT,55,0,3,0,0,0.0,0.0,0.0,0.0,3,3,3,3,0,63,380,0.0,3.0,2.6667,126.6667,16.58,False,-265.0,cw,2022
55,5fd3e3fb-322f-4157-ae41-9317fba1997d,Chase,Elliott,Chase Elliott,ACT,56,0,1,0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,150,0.0,7.0,7.0,150.0,0.0,False,-265.0,cw,2022
56,198c8de5-9175-4c42-acad-a1d8de6df398,Harrison,Burton,Harrison Burton,ACT,57,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,150,0.0,23.0,20.0,150.0,0.0,False,-265.0,cw,2022
57,894b273e-ce7d-446c-9ab0-d9a474ce9d7f,Joey,Logano,Joey Logano,ACT,58,0,1,0,1,0.0,0.0,0.0,0.0,0,1,1,1,0,0,150,0.0,1.0,6.0,150.0,0.0,False,-265.0,cw,2022
58,2987a290-93b9-4f4e-9b12-c68b4ed126a4,Riley,Herbst,Riley Herbst,ACT,59,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,106,0.0,8.0,12.0,106.0,0.0,False,-265.0,cw,2022
59,8853e676-384e-4d08-8808-970fd111f36a,Austin,Dillon,Austin Dillon,ACT,60,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,150,0.0,10.0,14.0,150.0,0.0,False,-265.0,cw,2022
60,5b2a4c69-46ea-4b41-96ec-ec27d47ae89c,Matt,Mills,Matt Mills,ACT,61,0,2,0,0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,186,0.0,20.5,25.0,93.0,0.0,False,-265.0,cw,2022
61,1a64406d-c51c-47ce-8fb9-a5bb62eb0d9f,Austin,Hill,Austin Hill,ACT,62,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,106,0.0,13.0,15.0,106.0,0.94,False,-265.0,cw,2022
62,96d34584-89d6-4f49-aee5-5bc0dcabb266,Will,Rodgers,Will Rodgers,ACT,63,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,46,0.0,34.0,21.0,46.0,0.0,False,-265.0,cw,2022
63,fb6c45e9-990e-46e3-88df-174449c13334,Ross,Chastain,Ross Chastain,ACT,64,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,133,0.0,36.0,23.0,133.0,0.0,False,-265.0,cw,2022
64,3ebef96f-43b4-422a-9d0c-db0127b25384,Alex,Bowman,Alex Bowman,ACT,65,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,46,0.0,3.0,25.0,46.0,2.17,False,-265.0,cw,2022
65,97a4a46c-baa3-4bff-8068-2fc347e37d9a,Brennan,Poole,Brennan Poole,ACT,66,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,130,0.0,35.0,28.0,130.0,0.0,False,-265.0,cw,2022
66,8dd98524-b888-4f59-a32c-f6b66b3730b6,Sheldon,Creed,Sheldon Creed,ACT,67,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0.0,1.0,36.0,1.0,0.0,False,-265.0,cw,2022
67,623f4293-77e7-43b3-8d91-0a5ab9365c3d,Ben,Rhodes,Ben Rhodes,ACT,1,4034,22,2,0,2.0,20.0,0.0,1.0,8,16,18,20,0,99,2958,0.0,6.5,9.3182,134.4545,3.35,True,nan value,cw,2021
68,3ec1dd6a-c9b8-4d82-821f-23d0bdd4b310,Zane,Smith,Zane Smith,ACT,2,4032,22,1,0,3.0,14.0,1.0,0.0,3,14,16,18,3,131,2831,0.0,9.1364,13.0909,128.6818,4.63,True,-2.0,cw,2021
69,6334f9f0-8b97-4020-8204-2ba30e7dd4ba,John H.,Nemechek,John H. Nemechek,ACT,3,4030,22,5,0,11.0,51.0,0.0,2.0,12,16,18,18,2,572,2741,0.0,7.5455,9.7727,124.5909,20.87,True,-4.0,cw,2021
70,b5610b89-dded-41b1-bb85-bac0ccf63015,Matt,Crafton,Matt Crafton,ACT,4,4025,22,0,0,0.0,4.0,0.0,0.0,5,12,17,19,1,20,2948,0.0,7.2273,11.4545,134.0,0.68,True,-9.0,cw,2021
71,8dd98524-b888-4f59-a32c-f6b66b3730b6,Sheldon,Creed,Sheldon Creed,ACT,5,2325,22,3,0,7.0,27.0,2.0,6.0,9,11,14,17,4,708,2668,0.0,7.8182,13.7727,121.2727,26.54,False,-1709.0,cw,2021
72,c8fe8af7-8850-43e9-8544-8df52aa7d66b,Stewart,Friesen,Stewart Friesen,ACT,6,2275,22,0,0,0.0,1.0,0.0,0.0,7,9,13,16,4,20,2797,0.0,10.5,14.5,127.1364,0.72,False,-1759.0,cw,2021
73,a27abfd8-d687-4d6c-832d-10fae051ccb5,Todd,Gilliland,Todd Gilliland,ACT,7,2262,22,1,0,6.0,18.0,0.0,3.0,10,16,18,19,2,359,2897,0.0,8.1818,9.5455,131.6818,12.39,False,-1772.0,cw,2021
74,e989356d-2e28-4e5d-95a1-0b8a06d668dc,Chandler,Smith,Chandler Smith,ACT,8,2230,22,2,1,3.0,13.0,2.0,2.0,6,9,12,14,4,213,2798,0.0,9.8182,16.8182,127.1818,7.61,False,-1804.0,cw,2021
75,1a64406d-c51c-47ce-8fb9-a5bb62eb0d9f,Austin,Hill,Austin Hill,ACT,9,2210,22,2,0,1.0,21.0,0.0,0.0,8,15,17,17,2,75,2907,0.0,8.1818,11.1818,132.1364,2.58,False,-1824.0,cw,2021
76,e4522ae3-a66d-42e6-992d-f4ea7dd3284c,Carson,Hocevar,Carson Hocevar,ACT,10,2204,22,0,0,0.0,2.0,0.0,0.0,3,8,15,17,1,42,2944,0.0,9.1818,12.8182,133.8182,1.43,False,-1830.0,cw,2021
77,9c0ead27-e7d3-4861-9e2d-a77e166dc955,Grant,Enfinger,Grant Enfinger,ACT,11,589,21,0,0,1.0,1.0,0.0,0.0,6,11,15,16,3,125,2828,0.0,17.4762,12.4286,134.6667,4.42,False,-3445.0,cw,2021
78,4d5ede64-88da-4381-a164-13880230f74a,Johnny,Sauter,Johnny Sauter,ACT,12,505,22,0,1,0.0,0.0,0.0,0.0,5,8,12,14,4,36,2870,0.0,12.8636,16.5909,130.4545,1.25,False,-3529.0,cw,2021
79,391aecc5-94ea-4707-a1bf-e51fddd158e7,Derek,Kraus,Derek Kraus,ACT,13,480,22,0,2,3.0,3.0,0.0,0.0,1,4,10,13,3,58,2724,0.0,16.0,19.7273,123.8182,2.13,False,-3554.0,cw,2021
80,c1eed2a8-0542-46cc-b75a-d33265d96b77,Austin Wayne,Self,Austin Wayne Self,ACT,14,447,22,0,0,0.0,0.0,0.0,0.0,0,4,9,16,2,0,2907,0.0,16.9545,17.5909,132.1364,0.0,False,-3587.0,cw,2021
81,ae8a7d4a-f25d-41da-b080-160917018bf5,Tyler,Ankrum,Tyler Ankrum,ACT,15,432,22,0,1,0.0,0.0,0.0,0.0,3,5,8,12,7,13,2608,0.0,15.8636,19.7727,118.5455,0.5,False,-3602.0,cw,2021
82,cb54b9b5-bb7b-400d-9838-ef85747bb2d1,Ryan,Truex,Ryan Truex,ACT,16,404,22,0,0,0.0,0.0,0.0,0.0,2,3,8,16,2,5,2716,0.0,18.5909,19.5,123.4545,0.18,False,-3630.0,cw,2021
83,b980fd47-ca35-4679-b37e-72652a7c6222,Hailie,Deegan,Hailie Deegan,ACT,17,360,22,0,0,0.0,0.0,0.0,0.0,0,1,4,10,3,0,2884,0.0,17.9545,20.9091,131.0909,0.0,False,-3674.0,cw,2021
84,10558306-a1c2-4eb9-9b23-69551309aee2,Tanner,Gray,Tanner Gray,ACT,18,323,22,0,0,0.0,0.0,0.0,0.0,1,2,5,11,6,9,2507,0.0,22.3182,22.3182,113.9545,0.36,False,-3711.0,cw,2021
85,81a36328-a89a-4ca7-ad80-7c7aca48b697,Chase,Purdy,Chase Purdy,ACT,19,311,21,0,0,0.0,0.0,0.0,0.0,0,2,6,9,6,8,2505,0.0,20.9048,22.619,119.2857,0.32,False,-3723.0,cw,2021
86,9e4dd7ad-6b5c-4476-8340-c0c48a93d4de,Tate,Fogleman,Tate Fogleman,ACT,20,283,22,1,0,0.0,5.0,1.0,0.0,1,2,4,8,7,2,2285,0.0,25.1818,24.6364,103.8636,0.09,False,-3751.0,cw,2021
87,cc332998-5d7e-413f-8a9b-28a46373958b,Christian,Eckes,Christian Eckes,ACT,21,263,10,1,0,0.0,5.0,1.0,0.0,2,5,8,8,2,10,1013,0.0,13.3,13.2,101.3,0.99,False,-3771.0,cw,2021
88,ddf5bad4-6560-47eb-b1c0-573e94067c01,Danny,Bohn,Danny Bohn,ACT,22,263,20,0,0,0.0,0.0,0.0,0.0,0,2,3,9,4,0,2474,0.0,24.3,23.95,123.7,0.0,False,-3771.0,cw,2021
89,a602316b-3712-4de2-9098-7fcd887e7bd2,Parker,Kligerman,Parker Kligerman,ACT,23,254,11,0,0,0.0,0.0,0.0,0.0,2,5,7,8,2,0,1400,0.0,26.4545,14.5455,127.2727,0.0,False,-3780.0,cw,2021
90,ce805205-7fa6-46b7-980a-d3017d870be7,Spencer,Boyd,Spencer Boyd,ACT,24,237,19,0,0,0.0,0.0,0.0,0.0,0,1,3,5,2,0,2494,0.0,28.2632,24.6842,131.2632,0.0,False,-3797.0,cw,2021
91,8d425276-debf-4b42-bc88-805ebf9969e9,Cory,Roper,Cory Roper,ACT,25,184,16,0,0,0.0,0.0,0.0,0.0,1,2,2,5,3,0,2018,0.0,27.5,25.8125,126.125,0.0,False,-3850.0,cw,2021
92,8cc72133-c5ea-49c1-9a23-f4db5464d42f,Kris,Wright,Kris Wright,ACT,26,166,16,0,0,0.0,0.0,0.0,0.0,0,0,2,4,4,0,2000,0.0,23.125,26.875,125.0,0.0,False,-3868.0,cw,2021
93,a9988edd-7707-4a75-9ee5-d3a8cae0c8aa,Timmy,Hill,Timmy Hill,ACT,27,151,10,0,0,0.0,0.0,0.0,0.0,0,3,3,5,0,1,1376,0.0,27.6,18.1,137.6,0.07,False,-3883.0,cw,2021
94,a68c379b-6244-4bdd-8e07-6c0ebcee9d66,Raphael,Lessard,Raphael Lessard,ACT,28,150,7,0,0,2.0,2.0,0.0,0.0,1,2,2,2,1,17,934,0.0,14.5714,21.7143,133.4286,1.82,False,-3884.0,cw,2021
95,ec790e58-81d2-4c82-be55-704d9635489d,Jack,Wood,Jack Wood,ACT,29,150,12,0,0,0.0,0.0,0.0,0.0,0,1,3,4,4,1,1272,0.0,20.0,26.1667,106.0,0.08,False,-3884.0,cw,2021
96,069ba6f3-97c0-4172-826a-36c605918e99,Dawson,Cram,Dawson Cram,ACT,30,144,13,0,0,0.0,0.0,0.0,0.0,0,0,0,1,3,0,1776,0.0,30.5385,25.9231,136.6154,0.0,False,-3890.0,cw,2021
97,b1f0ccce-7de3-4eff-8e45-9d7e0c6ea98e,Tyler,Hill,Tyler Hill,ACT,31,123,8,0,0,0.0,0.0,0.0,0.0,1,1,2,4,3,0,959,0.0,25.875,21.625,119.875,0.0,False,-3911.0,cw,2021
98,4432ecf0-1514-4535-ae26-10787fedfb9c,Timothy,Peters,Timothy Peters,ACT,32,119,10,0,0,0.0,0.0,0.0,0.0,0,0,0,2,2,3,1142,0.0,21.6,25.8,114.2,0.26,False,-3915.0,cw,2021
99,812b9570-729a-4ef2-8ccb-6803aa7293b4,Spencer,Davis,Spencer Davis,ACT,33,111,8,0,0,0.0,0.0,0.0,0.0,0,0,1,3,1,0,1265,0.0,30.875,23.125,158.125,0.0,False,-3923.0,cw,2021
100,e71b88ec-f12c-4acd-bbc7-726833477f1f,Ty,Majeski,Ty Majeski,ACT,34,109,4,0,0,0.0,0.0,0.0,0.0,0,2,3,3,1,0,456,0.0,20.75,15.5,114.0,0.0,False,-3925.0,cw,2021
101,d5435cba-2102-49e4-a1d8-389b11530304,Jennifer Jo,Cobb,Jennifer Jo Cobb,ACT,35,107,19,0,0,0.0,0.0,0.0,0.0,0,0,0,1,8,0,2077,0.0,32.6316,31.7368,109.3158,0.0,False,-3927.0,cw,2021
102,eada2f6f-b30d-453f-92c0-2e8b31ca8b5a,Drew,Dollar,Drew Dollar,ACT,36,102,8,0,0,0.0,0.0,0.0,0.0,0,1,1,3,3,0,860,0.0,16.875,24.75,107.5,0.0,False,-3932.0,cw,2021
103,a8a8b1eb-cb38-4292-ab26-8e7febe6d831,Codie,Rohrbaugh,Codie Rohrbaugh,ACT,37,94,8,0,0,0.0,0.0,0.0,0.0,0,1,1,3,4,0,900,0.0,23.125,25.5,112.5,0.0,False,-3940.0,cw,2021
104,2ca8a9b9-aa65-4af9-b745-fda1ddbce9ac,Bret,Holmes,Bret Holmes,ACT,38,81,7,0,0,0.0,0.0,0.0,0.0,0,0,2,2,2,12,856,0.0,29.5714,25.7143,122.2857,1.4,False,-3953.0,cw,2021
105,b1674f2f-dbc1-4c70-8fda-bb541fc39b04,Jordan,Anderson,Jordan Anderson,ACT,39,79,9,0,0,0.0,0.0,0.0,0.0,1,2,3,3,1,0,1106,0.0,29.7778,21.2222,122.8889,0.0,False,-3955.0,cw,2021
106,cb50ca4f-6226-453d-b380-aa365e2d19e7,Taylor,Gray,Taylor Gray,ACT,40,76,5,0,0,0.0,0.0,0.0,0.0,0,1,2,2,1,0,722,0.0,31.6,22.6,144.4,0.0,False,-3958.0,cw,2021
107,51b06822-f389-4256-bff2-ae5f5d8f7525,Kaz,Grala,Kaz Grala,ACT,41,74,3,0,0,0.0,0.0,0.0,0.0,1,2,3,3,0,11,153,0.0,16.3333,7.3333,51.0,7.19,False,-3960.0,cw,2021
108,65633f63-647c-47d1-94c6-cdef425cda1e,Corey,Heim,Corey Heim,ACT,42,71,3,0,0,0.0,0.0,0.0,0.0,0,0,1,2,1,2,407,0.0,19.0,17.3333,135.6667,0.49,False,-3963.0,cw,2021
109,aaf8b44f-d95a-4bc1-ac93-759a1d88c825,Norm,Benning,Norm Benning,ACT,43,71,13,0,0,0.0,0.0,0.0,0.0,0,0,0,2,6,0,1253,0.0,36.5385,32.3077,96.3846,0.0,False,-3963.0,cw,2021
